channel,train_mean_real,train_mean_fake,effect_size_fake_minus_real,absolute_effect_size,overall_train_variance,rank_by_absolute_effect
332,1.2822232,0.5040318,-0.911069754740738,0.911069754740738,0.85046285,25
805,-0.23215468,0.07383949,0.9109008535190981,0.9109008535190981,0.13082445,26
277,-0.61487675,0.33490792,0.9106324864897676,0.9106324864897676,1.2621152,27
135,0.5107759,0.13130473,-0.9095667716772228,0.9095667716772228,0.20750137,28
138,0.48659602,0.24053928,-0.9071928757848626,0.9071928757848626,0.08741441,29
308,0.5969355,0.117825426,-0.9048538985872996,0.9048538985872996,0.33002314,30
22,-0.16101554,0.16888778,0.8982447031805562,0.8982447031805562,0.15632093,31
141,-0.8615955,-0.39259243,0.8903711291864185,0.8903711291864185,0.30991474,32
822,-0.14028928,0.19624996,0.8865652489363257,0.8865652489363257,0.16827984,33
906,-0.11535899,0.3060344,0.881277162868845,0.881277162868845,0.26507002,34
1151,0.50266796,0.20586681,-0.8810548166217316,0.8810548166217316,0.1273591,35
256,-1.6584479,-1.0436996,0.8806262108993899,0.8806262108993899,0.57708716,36
460,0.5708069,0.15062678,-0.8784954916016618,0.8784954916016618,0.26457375,37
247,-0.59600425,0.0039866115,0.8765402100230023,0.8765402100230023,0.5348643,38
315,0.38958585,0.12780531,-0.8728273481495901,0.8728273481495901,0.104736164,39
993,-0.35593486,0.14534083,0.8721302693085158,0.8721302693085158,0.38965648,40
1188,-0.046661507,1.1218917,0.8716182502825381,0.8716182502825381,2.0730546,41
